ID,buying_price,maint_price,persons,doors,lug_boot,safety,Suggestion
83,50335.93003,12617.76137,2,5,31.47278588,51.45190362,N
84,70787.68365,13171.93214,2,5,40.50029116,66.59633719,N
85,70365.48052,11409.43726,2,5,25.56772734,39.10497129,N
86,72407.89889,11234.33691,2,5,29.02111759,35.26844757,N
87,75510.68757,11972.40319,2,5,33.89186413,58.88083977,N
88,63025.40366,13737.3871,2,5,34.69932081,35.92216409,N
89,63601.21649,13284.79201,2,5,65.4025398,36.2745815,N
90,56007.76867,13483.19953,2,5,54.37894695,54.59524173,N
91,66926.29794,14182.85036,4,5,31.68000982,26.76203075,N
92,57493.84875,11931.75705,4,5,40.2531183,49.26180083,N
93,67630.81973,12156.14225,4,5,42.2278611,36.87693774,N
94,62353.73398,13983.86666,4,5,28.89188011,39.07721312,N
95,56804.47175,12996.72953,4,5,48.6074156,43.01004436,N
96,61390.00256,13005.54371,4,5,39.78039178,39.71393141,N
97,61187.24691,11956.54587,4,5,60.78306139,42.85522674,N
98,75978.12521,12517.68382,4,5,48.8484162,43.65257649,N
99,60749.40312,11940.97787,4,5,66.75496804,64.05400691,N
100,70032.05512,13916.01069,6,5,27.68242347,32.30511075,N
101,63549.75485,13410.65087,6,5,20.7812743,35.48916272,N
102,59391.63435,10689.42405,6,5,31.7045062,58.71169657,N
103,66979.3161,11375.12599,6,5,52.88720289,38.68708552,N
104,69063.15308,12288.63804,6,5,45.26056606,41.86204748,N
105,70436.80142,10892.33638,6,5,28.01670068,67.14031969,N
106,63772.57038,11186.53096,6,5,48.60817511,44.27501392,N
107,70161.57489,10282.34064,6,5,52.36538688,50.93714345,N
108,56662.15744,12319.59689,6,5,68.66799148,56.50579599,N
109,71295.71626,6841.841546,2,2,26.91814717,45.76226738,N
110,61911.85746,10526.36601,2,2,23.24837267,47.71573676,N
111,58274.21143,7076.954065,2,2,24.76051227,40.26004946,N
112,54831.46228,7845.807146,2,2,52.48604278,35.70215988,N
113,66698.58184,9946.249636,2,2,54.04421087,44.80920311,N
114,66093.82852,8465.588933,2,2,43.40584481,57.24302564,N
115,60405.16706,9011.444838,2,2,35.92446502,35.54752786,N
116,65595.71114,8216.844391,2,2,38.36670009,43.24304481,N
117,69176.38974,8480.629235,2,2,33.39639816,60.99096138,N
118,79952.50363,8449.017113,4,2,37.08418675,34.21554772,N
119,51673.52524,6853.540618,4,2,25.41336333,43.59201535,N
120,78618.51288,11002.75913,4,2,18.89199287,59.44332648,N
121,63447.24809,8292.325519,4,2,36.53885141,45.70783829,N
122,63453.30857,10784.11029,4,2,39.74265769,48.84359205,N
123,69724.07156,9076.876561,4,2,44.0586099,33.47936807,N
124,66354.39036,6815.780799,4,2,57.26084644,42.41428391,N
125,56613.81703,10006.04318,4,2,58.88948363,45.4999552,N
126,77543.64832,10055.39113,4,2,46.04252488,56.09598725,N
127,60239.88199,9311.88058,6,2,39.22721471,30.44125877,N
128,53317.04771,10929.29725,6,2,29.17191534,39.75950816,N
129,69924.79159,9417.555924,6,2,40.83989687,65.5182328,N
130,67710.94134,9806.403789,6,2,54.69594239,34.21108689,N
131,53796.09263,9240.074351,6,2,46.80467085,48.55793466,N
132,70525.87464,8438.349172,6,2,50.79176351,64.12104513,N
133,57825.63381,7936.659888,6,2,45.62236826,33.34603399,N
134,66862.63948,8234.557439,6,2,36.40390278,54.3074989,N
135,68979.75549,7428.300426,6,2,47.79119328,39.85138778,N
136,65772.32229,8300.369327,2,3,29.95394024,28.186045,N
137,75590.56194,8348.518346,2,3,41.06655329,40.59543288,N
138,61090.76496,8739.980707,2,3,19.03045661,32.97198527,N
139,71009.42148,10003.45279,2,3,37.41401262,39.62380711,N
140,76086.69505,8089.526122,2,3,42.9252191,54.03238542,N
141,62243.14546,10840.02186,2,3,43.48318528,67.01062934,N
142,71654.84529,9635.746157,2,3,69.46165142,27.57733828,N
143,77377.12742,11244.84702,2,3,53.14491664,52.21731514,N
144,67445.72316,10787.18908,2,3,44.70429484,34.80555078,N
145,52645.55029,9210.611796,4,3,32.85123435,29.34668228,N
146,60150.99096,7662.593762,4,3,29.2721615,49.21625965,N
147,79427.73312,8669.889184,4,3,41.32682876,63.98224572,N
148,69869.64466,9939.713583,4,3,54.21494515,38.87882951,N
149,75694.65957,10432.56256,4,3,25.79717195,35.75954337,N
150,56646.22033,8158.205155,4,3,32.59449866,51.02896482,N
151,53813.26004,9188.065214,4,3,48.07755667,43.66707705,N
152,65681.81492,6796.944444,4,3,47.38793176,43.58134202,N
153,76343.3954,9463.839367,4,3,34.03524736,41.54115838,N
154,62987.64548,8937.16831,6,3,19.69598326,42.85076338,N
155,62429.3278,6993.647965,6,3,21.05039549,53.73435449,N
156,63532.54609,9752.041735,6,3,39.43640177,34.82086915,N
157,71944.87088,10535.24502,6,3,54.06323383,37.85250987,N
158,69663.45503,8008.07274,6,3,50.55733695,48.50972459,N
159,58780.8468,9336.101702,6,3,51.71885551,65.68506838,N
160,62568.26244,7477.66618,6,3,67.30199431,44.7465303,N
161,74653.16354,7201.380781,6,3,32.81359298,46.51392704,N
162,58803.51194,7212.17135,6,3,66.42019262,39.01023934,N
163,73323.89945,9588.692151,2,4,34.05564527,39.3474421,N
164,58899.55138,6959.855917,2,4,35.19233787,43.90966752,N
165,70455.21334,6974.618256,2,4,20.2452525,37.82103772,N
166,72852.44222,6807.913597,2,4,37.09656202,34.62548005,N
167,62916.67712,8080.822936,2,4,47.62305596,53.3655242,N
168,71250.23976,8782.391888,2,4,34.32874069,52.85705886,N
169,75794.15279,9270.848361,2,4,35.19955405,36.9680342,N
170,69137.64756,10699.72357,2,4,34.02452057,47.39592767,N
171,64732.05968,8711.990657,2,4,42.52693284,33.85385428,N
172,58276.51805,8416.423133,4,4,19.66476124,34.48656113,N
173,60578.44308,7792.167493,4,4,25.49074876,42.85764493,N
174,57614.02298,10375.88159,4,4,36.01808776,47.600028,N
175,50415.07749,10723.93719,4,4,30.34336498,45.92353054,N
176,60934.39473,8623.712032,4,4,40.27668641,45.31367046,N
177,70490.24082,8490.236627,4,4,51.85948519,66.16879656,N
178,79877.40956,9593.594354,4,4,42.70552623,36.7212773,N
179,64548.81197,8756.814339,4,4,38.62651315,48.1108769,N
180,62941.90343,9027.749048,4,4,66.71544446,44.60601019,N
181,77124.60696,7898.039673,6,4,32.72599544,41.71224184,N
182,66300.82201,10608.9767,6,4,19.17900278,54.60466138,N
183,72599.34397,9804.253635,6,4,36.12745292,44.13755546,N
184,66564.97802,7954.43426,6,4,26.44305186,29.79429185,N
185,51262.1556,8621.080709,6,4,28.64849528,41.34871358,N
186,68678.34894,9967.222494,6,4,47.94225984,56.76144285,N
187,71881.53967,10986.46389,6,4,42.0008174,26.35640577,N
188,65178.3268,7094.782812,6,4,45.625709,41.43545236,N
189,59349.99702,10429.60337,6,4,46.00755417,41.98751021,N
190,67091.03189,7609.323185,2,5,28.18239997,33.50653948,N
191,56890.50163,10898.52675,2,5,30.71123589,48.64518119,N
192,71596.16477,8954.898682,2,5,28.07341652,46.78384284,N
193,51341.67294,9119.721811,2,5,39.03126568,45.6701801,N
194,61386.0332,10120.87983,2,5,32.40009919,53.19020517,N
195,55571.03468,9185.048332,2,5,29.62839917,60.54847015,N
196,57033.15086,8834.413065,2,5,34.75759555,38.24972429,N
197,68556.56784,7997.907054,2,5,30.53034788,50.96212108,N
198,71004.33106,7001.318807,2,5,60.1497125,43.92537588,N
199,67069.34692,7987.517829,4,5,37.23506526,37.37393937,N
200,76310.84949,6885.581364,4,5,41.47712844,39.55570679,N
201,71667.36848,8901.575609,4,5,22.0631154,60.00451491,N
202,78642.23011,11189.34775,4,5,33.36349471,45.6149124,N
203,67615.31494,11052.06297,4,5,35.06480901,43.72687646,N
204,57361.00359,9034.51297,4,5,44.83463536,57.33387287,N
205,53696.71952,11201.24576,4,5,50.19957841,29.88045035,N
206,61683.23619,8230.095466,4,5,37.69143911,48.31197228,N
207,79467.64841,9460.442363,4,5,39.02242283,59.20491143,N
208,73066.84829,10010.89614,6,5,34.1328091,28.50530006,N
209,50666.83146,6929.568542,6,5,24.2332605,40.72436998,N
210,71887.74323,7806.823557,6,5,34.22274455,39.15121261,N
211,64416.30318,8494.944772,6,5,30.27932208,43.22374032,N
212,79030.04806,9760.274716,6,5,33.42622688,54.17204644,N
213,67444.1403,10349.55258,6,5,25.63846873,36.20699481,N
214,58300.40308,9122.557383,6,5,61.52784319,27.07655759,N
215,76522.34321,8617.569161,6,5,55.01342519,38.14757633,N
216,59027.13721,7227.751441,6,5,55.25854128,35.38892205,N
217,67476.40249,11251.34009,2,2,38.35767964,40.69043604,N
218,65154.88063,9686.834563,2,2,27.51563109,50.86342958,N
219,63835.45369,10476.27276,2,2,31.51960027,58.38715304,N
220,71844.99526,9649.950792,2,2,29.17494913,32.44136693,N
221,71100.42143,11245.35507,2,2,31.80672591,53.23997695,N
222,73084.00915,9279.757142,2,2,54.49754423,32.68710589,N
223,76184.50916,9257.346486,2,2,56.54132304,33.43514741,N
224,73330.90071,11029.37111,2,2,53.39086505,53.83855781,N
225,58032.98052,8685.845531,2,2,68.31695337,64.00059,N
226,78372.8483,8558.262757,4,2,26.77150113,32.1144625,N
227,69248.37108,8378.94046,4,2,28.6240033,42.98279728,N
228,53097.33391,11199.41317,4,2,21.05752678,60.5497079,Y
229,76607.02245,11410.71839,4,2,41.76797539,38.59091692,N
230,66780.39389,10505.14358,4,2,51.56968631,54.01321135,N
231,62966.15966,9917.843261,4,2,54.78187409,48.25866004,Y
232,76848.76644,11556.04853,4,2,50.20452205,30.51949795,N
233,59085.18687,9508.07692,4,2,48.08985729,52.46183813,Y
234,76011.62354,11179.73884,4,2,44.92524251,46.02349854,Y
235,69201.36658,11284.19911,6,2,25.53138692,31.61397705,N
236,50249.88263,9584.989259,6,2,41.07852218,48.99912596,N
237,71561.03238,10188.63885,6,2,22.33388916,58.35793495,N
238,75551.36562,11305.50639,6,2,48.35883189,36.00147679,N
239,71074.87593,9031.185642,6,2,39.12828382,50.26961347,N
240,52171.03107,9843.759479,6,2,43.39312333,67.03014075,Y
241,74729.0734,11345.13393,6,2,69.87947824,44.85486651,N
242,58047.59963,8657.416887,6,2,55.25378453,35.91844111,Y
243,52469.38326,8500.177549,6,2,58.8182232,60.8962237,Y
244,65264.93341,9983.654839,2,3,30.74982678,43.85409135,N
245,66025.80127,8259.686953,2,3,22.45781685,45.31535321,N
246,60988.60389,8463.467664,2,3,26.9640829,57.29153953,N
247,50144.81679,11688.1788,2,3,52.97529523,33.44137571,N
248,61885.88757,10798.27118,2,3,32.48584846,50.90449368,N
249,66868.19426,10109.6139,2,3,41.30465686,37.4211745,N
250,56397.10354,9372.115948,2,3,59.64192511,39.21522883,N
251,55037.60644,9812.122861,2,3,63.33939847,50.71226928,N
252,58934.48224,9579.693155,2,3,46.55263524,54.02749368,N
253,51542.15922,10363.09526,4,3,25.11666679,39.9624415,N
254,65116.18213,11526.85297,4,3,38.13250342,41.90368018,N
255,50467.4595,8395.297373,4,3,42.01471127,50.86208017,Y
256,62365.86082,10131.54624,4,3,41.6611819,29.78242727,N
257,79933.58755,8691.413254,4,3,37.17786286,45.53845059,N
258,75058.76493,9927.362217,4,3,39.66765621,56.76724287,Y
259,56595.08729,10261.81252,4,3,50.17807581,34.12881912,N
260,63949.22775,9727.484994,4,3,55.71296239,40.6006998,Y
261,55821.29482,9877.033324,4,3,37.38607593,40.52809149,Y
262,52189.45252,9724.187671,6,3,21.31140342,30.8365398,N
263,52881.15786,10189.9277,6,3,40.68278202,39.00356229,N
264,61036.82225,11109.66127,6,3,33.27256955,47.33495123,Y
265,58719.55679,9601.291452,6,3,41.03158136,33.8856923,N
266,79007.03098,10981.39618,6,3,39.22359542,48.87754906,Y
267,74535.76573,11367.49892,6,3,32.22383091,62.15317861,Y
268,58535.28163,9938.271107,6,3,45.80202808,45.05324704,N
269,77620.3192,8844.93365,6,3,49.72494532,46.44998404,Y
270,69486.73791,10936.65359,6,3,32.71936494,61.17606528,Y
271,73394.92993,8387.050101,2,4,41.4263191,45.61786852,N
272,50459.31014,11747.69834,2,4,26.03280841,52.23469652,N
273,72969.4964,11262.73072,2,4,18.98571771,54.06789216,N
274,50966.71567,8687.35877,2,4,44.61660084,43.53459446,N
275,58701.56795,11162.94631,2,4,32.96412312,36.09227619,N
276,72489.34817,9478.835485,2,4,27.25147357,38.03189059,N
277,75136.20106,9980.738471,2,4,69.91333652,43.21722871,N
278,77592.11932,9592.416506,2,4,38.33659892,41.83573665,N
279,66814.67599,10268.61995,2,4,64.11730035,55.75553575,N
280,52775.30382,9599.862124,4,4,21.54149384,28.59402038,N
281,63605.57981,10022.46444,4,4,22.61015801,44.0065992,N
282,70370.23205,10466.29139,4,4,21.67976221,34.25512841,Y
283,63196.27662,8801.972129,4,4,50.70961611,41.72680551,N
284,74199.90005,8911.976731,4,4,33.80956303,54.83844667,Y
285,51759.92986,9480.327711,4,4,29.74348892,33.79216576,Y
286,57655.58518,8506.88024,4,4,59.28340093,37.93737262,N
287,53267.63343,9683.396413,4,4,31.67049918,50.13028231,Y
288,74952.13317,8595.906767,4,4,34.74782805,50.56874812,Y
289,56389.00445,9767.562104,6,4,42.17866186,30.44962284,N
290,63053.89607,8664.459147,6,4,24.90567079,47.05996948,N
291,66296.26482,10784.09412,6,4,32.1265955,43.8068074,Y
292,64911.16537,8808.865539,6,4,27.97133556,32.07506873,N
293,73281.39031,10072.79289,6,4,48.44197978,41.83336394,Y
294,64150.20229,8388.855135,6,4,34.41247908,49.88345889,Y
295,50653.22658,8873.389422,6,4,54.58002379,26.47944964,N
296,74693.0937,10477.95126,6,4,48.90385256,49.95194474,Y
297,55701.54602,8258.039306,6,4,56.4087685,56.39899525,Y
298,63685.98115,10276.17872,2,5,31.55297699,29.71073474,N
299,74343.64986,11034.19197,2,5,38.1432973,46.33737915,N
300,59438.59802,11549.97486,2,5,35.10185926,55.75075431,N
301,69600.6593,8904.356158,2,5,47.60182301,35.47837635,N
302,51666.8448,8446.696216,2,5,39.86359409,49.23555611,N
303,67656.59458,10222.8887,2,5,45.51373637,43.35415041,N
304,57419.56408,9946.148494,2,5,53.22606328,41.62009696,N
305,69841.12941,10185.98484,2,5,43.55932893,52.1553471,N
306,65808.86146,9522.9698,2,5,60.98755842,49.15738005,N
307,60659.75819,8488.711981,4,5,37.15983942,34.99749346,N
308,51760.62334,10014.92248,4,5,32.71791139,49.86539573,N
309,77552.85941,9624.169317,4,5,34.63817439,62.94702959,Y
310,79801.90489,8454.91474,4,5,36.96097578,29.40051423,N
311,50373.60761,9982.753625,4,5,26.9650862,45.65740132,Y
312,78681.90966,11591.1355,4,5,26.31504323,40.52665573,Y
313,73912.90624,8319.683567,4,5,55.54953637,35.16320809,N
314,77956.85231,9838.186237,4,5,39.36004821,35.08747137,Y
315,55181.48729,10700.23481,4,5,41.17174292,41.33876526,Y
316,55632.35147,9090.152549,6,5,29.9745544,45.88299749,N
317,77971.31866,8978.909867,6,5,36.39548166,38.99421172,N
318,61358.03033,8497.275753,6,5,22.92319059,41.2606284,Y
319,64264.4043,9825.128092,6,5,50.47752047,44.68492956,N
320,68762.59848,8850.73458,6,5,54.93602766,38.57010693,Y
321,76034.99753,11722.33177,6,5,31.14522423,57.48211008,Y
322,75435.37188,9974.675319,6,5,56.48983881,27.14646252,N
323,69464.23678,10223.58631,6,5,42.51949823,49.83164713,Y
324,75654.31319,9291.195186,6,5,48.40585265,52.04927233,Y
325,63771.81845,9557.020753,2,2,17.84694758,45.55910853,N
326,50599.92191,9083.574017,2,2,24.95438459,36.30469374,N
327,55226.41707,8677.806447,2,2,40.12968747,59.94016601,N
328,53459.50703,7888.202179,2,2,48.22975833,30.32589259,N
329,70129.63961,6573.189095,2,2,50.11585989,43.56343085,N
330,66083.84312,9279.506734,2,2,46.49688945,35.33919975,N
331,74018.0755,6940.586504,2,2,67.08029502,35.41334331,N
332,71679.9061,9159.921879,2,2,40.27472544,49.94807369,N
333,53865.11238,6596.537977,2,2,35.86086075,43.33972317,N
334,57799.42705,8299.070753,4,2,36.63387143,44.8006262,N
335,76406.52372,6624.805821,4,2,37.71806661,37.27030789,N
336,75436.4002,8091.872477,4,2,27.29337882,66.9943142,Y
337,66368.36799,6486.013429,4,2,53.57367388,27.41098467,N
338,56459.22322,7816.132609,4,2,47.34561463,47.22656293,N
339,59335.96338,9111.815985,4,2,38.04112545,39.35450472,Y
340,55293.62118,8354.888405,4,2,62.73886755,33.10314486,N
341,55340.28383,9545.842738,4,2,49.9728729,37.47514995,Y
342,69990.01822,7812.592384,4,2,37.87865191,59.71155264,Y
343,55419.4777,9201.07948,6,2,19.14766516,45.26298305,N
344,75141.29059,9626.100848,6,2,32.14091426,48.84030791,N
345,51483.20107,8292.37139,6,2,21.98506328,53.54117258,N
346,62057.27769,9118.508456,6,2,32.15158943,41.44942186,N
347,74303.99486,8747.424739,6,2,52.45339058,54.12679017,N
348,74851.87926,6517.049469,6,2,54.92476046,37.0226071,Y
349,70310.5108,8289.166814,6,2,43.3449454,35.01381452,N
350,50559.80958,9533.754136,6,2,66.03084556,41.21751108,Y
351,60405.07406,6634.914427,6,2,39.44731846,37.22233948,Y
352,74205.89622,9671.757103,2,3,20.63673346,31.41957293,N
353,50111.19246,6777.699456,2,3,33.87486078,48.09175421,N
354,75090.9541,7270.437556,2,3,18.99539308,54.7024676,N
355,79651.98913,9159.580123,2,3,49.00278022,29.67542531,N
356,73029.4037,6508.102518,2,3,37.2276188,44.64474233,N
357,54498.7866,9131.3543,2,3,30.95850664,63.67838384,N
358,60201.33172,9453.365914,2,3,40.43892063,27.06434559,N
359,70460.81383,9585.849465,2,3,33.31124972,52.61034446,N
360,79226.21087,8970.375695,2,3,59.64436064,54.78901388,N
361,64068.97572,6719.107393,4,3,39.06931133,32.28012434,N
362,74034.1209,7215.830835,4,3,26.13611145,42.79374328,N
363,66347.44213,6426.450937,4,3,28.20341965,44.32699626,Y
364,62679.62765,7452.766196,4,3,45.48112128,38.24704933,N
365,75830.11872,9227.182608,4,3,35.79915019,47.67277777,N
366,57196.30711,9592.29186,4,3,25.56309365,48.34940144,Y
367,60653.33912,7472.004264,4,3,34.51297248,45.87390574,N
368,76376.69172,6982.922757,4,3,43.78821905,42.70634734,Y
369,54164.5005,7346.91739,4,3,68.99785001,39.20923361,Y
370,62227.34285,9516.358979,6,3,32.4822238,37.29205756,N
371,73097.21974,7605.229443,6,3,22.57650196,45.67714571,N
372,68793.63575,8710.800977,6,3,27.75829318,59.82781767,Y
373,59232.08066,9267.947856,6,3,43.01165251,45.44618817,N
374,62768.18314,6901.50428,6,3,49.57604589,38.25702188,Y
375,63931.40712,6980.485209,6,3,34.79375778,62.39684206,Y
376,62485.21457,7291.214078,6,3,68.84014242,28.87244717,N
377,73862.18122,8547.456156,6,3,57.60317503,43.97033192,Y
378,75630.65085,6938.491792,6,3,64.51382449,60.83587317,Y
379,52401.78652,9384.937669,2,4,17.69847869,39.44729327,N
380,79344.56965,6623.83281,2,4,32.22480721,43.0940911,N
381,52011.5558,9160.637031,2,4,30.8631388,47.92138987,N
382,74405.92844,8719.761397,2,4,41.30349261,37.70177557,N
383,78924.78785,8668.553276,2,4,37.77620024,36.76222724,N
384,54001.88967,8974.89392,2,4,35.38485595,52.08358254,N
385,55704.94272,9407.46264,2,4,66.76025936,38.71082398,N
386,73586.22853,6547.516579,2,4,59.12881314,54.1515139,N
387,61450.51113,7433.708455,2,4,69.99009291,40.9588116,N
388,50283.24151,9471.303585,4,4,24.17025086,37.95118802,N
389,68188.0209,8752.040864,4,4,35.51067092,42.69621428,N
390,74235.9287,7087.694666,4,4,31.75431015,37.70441417,Y
391,69746.03101,9433.129896,4,4,31.31413964,32.84578507,N
392,50717.51356,7040.271753,4,4,31.09816037,43.58841486,Y
393,77858.30432,7179.047244,4,4,46.92344351,51.80474016,Y
394,63717.86263,8036.745501,4,4,49.50399233,36.16040736,N
395,75357.20775,6352.393566,4,4,66.93910144,43.82465583,Y
396,54799.96236,8454.717598,4,4,39.34295264,46.05028892,Y
397,52661.02112,6509.650699,6,4,39.51312391,28.36132555,N
398,78073.02217,9297.383314,6,4,32.09805159,46.90637518,N
399,67494.78856,7935.389168,6,4,39.8439584,64.85964373,Y
400,75272.79402,6528.756141,6,4,41.72716307,45.42883066,N
401,55700.13411,8401.168575,6,4,50.15520165,42.00072315,Y
402,62901.34005,8539.185421,6,4,44.42848211,38.58789934,Y
403,57005.5247,8493.992521,6,4,67.30788309,45.4493688,N
404,57405.38011,7693.498322,6,4,46.60875246,49.93223903,Y
405,77984.69855,7577.391925,6,4,36.19306166,65.63810584,Y
406,73226.81454,6326.812346,2,5,42.43916378,36.89505296,N
407,72004.47532,6612.304444,2,5,24.70883554,48.14979298,N
408,66601.33508,8857.241163,2,5,39.2560797,64.44352115,N
409,51477.30072,8523.272677,2,5,26.73658735,37.03550679,N
410,72470.60305,9729.949482,2,5,39.58130261,43.74615031,N
411,73853.89522,9408.804991,2,5,45.57041503,63.39780378,N
412,78490.45841,7738.218357,2,5,38.77250422,34.22943658,N
413,55416.69629,8654.570574,2,5,59.91525872,46.66405388,N
414,50711.0085,8186.742972,2,5,53.82822235,65.27753203,N
415,63110.3656,8956.615284,4,5,18.94170589,26.39146881,N
416,76775.87787,9569.943157,4,5,28.70999668,39.51108229,N
417,72862.6178,7111.993349,4,5,18.98116789,64.03778257,Y
418,64239.87028,8727.090728,4,5,33.46416487,34.68703676,N
419,59014.37714,7738.884451,4,5,51.30249417,36.78943974,Y
420,69836.89362,7882.424992,4,5,34.20585261,47.88035687,Y
421,52180.62476,9341.175752,4,5,50.89666056,32.62100775,N
422,61378.34676,8162.177892,4,5,66.46605009,53.24467612,Y
423,79077.42109,9477.776518,4,5,36.05835138,40.84678902,Y
424,67393.29357,9495.949602,6,5,26.58276658,28.7948933,N
425,67754.67964,8311.427853,6,5,30.62880584,40.93426755,N
426,54471.55095,7607.700065,6,5,23.47538023,54.29080911,Y
427,71456.45924,6612.90816,6,5,34.95493905,30.61550432,N
428,59908.65807,9381.537675,6,5,37.99949475,52.85761774,Y
429,51509.38905,8439.620708,6,5,48.40298943,44.08911048,Y
430,71449.74416,7989.327972,6,5,37.79693544,31.97631442,N
431,74566.595,9106.148366,6,5,50.82212627,43.80403524,Y
432,53191.28425,8374.636896,6,5,35.93063157,60.67502734,Y
433,45931.08679,14121.96938,2,2,17.89887235,39.73749033,N
